gene	subtype	type
AF535127.1.gene1.p01	beta_lactam__TEM-115	beta_lactam
gb|AAB39956.1|ARO:3000979|TEM-116	beta_lactam__TEM-116	beta_lactam
gb|AAN05026.1|ARO:3000980|TEM-117	beta_lactam__TEM-117	beta_lactam
AY130282.1.gene1.p1	beta_lactam__TEM-117	beta_lactam
AY130285.1.gene1.p1	beta_lactam__TEM-118	beta_lactam
gb|AAA25053.1|ARO:3000884|TEM-12	beta_lactam__TEM-12	beta_lactam
AY243512.1.gene1.p01	beta_lactam__TEM-120	beta_lactam
AY271267.1.gene1.p01	beta_lactam__TEM-121	beta_lactam
AY307100.1.gene1.p1	beta_lactam__TEM-122	beta_lactam
AY327539.1.gene1.p01	beta_lactam__TEM-123	beta_lactam
AY327540.1.gene1.p01	beta_lactam__TEM-124	beta_lactam
AY628176.1.gene1.p01	beta_lactam__TEM-125	beta_lactam
AY628199.1.gene1.p01	beta_lactam__TEM-126	beta_lactam
AY368236.1.gene1.p1	beta_lactam__TEM-127	beta_lactam
AY368237.1.gene1.p1	beta_lactam__TEM-128	beta_lactam
AJ746225.1.gene1.p01	beta_lactam__TEM-129	beta_lactam
AJ866988.1.gene1.p01	beta_lactam__TEM-130	beta_lactam
AY436361.1.gene1.p01	beta_lactam__TEM-131	beta_lactam
AY491682.1.gene1.p1	beta_lactam__TEM-132	beta_lactam
AY528425.1.gene1.p1	beta_lactam__TEM-133	beta_lactam
AY574271.1.gene1.p01	beta_lactam__TEM-134	beta_lactam
AJ634602.gene.p01	beta_lactam__TEM-135	beta_lactam
AY826417.1.gene1.p01	beta_lactam__TEM-136	beta_lactam
AM286274.1.gene1.p01	beta_lactam__TEM-137	beta_lactam
AY853593.1.gene1.p1	beta_lactam__TEM-138	beta_lactam
DQ072853.1.gene1.p01	beta_lactam__TEM-139	beta_lactam
AY956335.1.gene1.p1	beta_lactam__TEM-141	beta_lactam
DQ388882.1.gene1.p01	beta_lactam__TEM-142	beta_lactam
DQ075245.1.gene1.p01	beta_lactam__TEM-143	beta_lactam
AM049399.1.gene1.p01	beta_lactam__TEM-144	beta_lactam
DQ105528.2.gene1.p01	beta_lactam__TEM-145	beta_lactam
DQ105529.2.gene1.p01	beta_lactam__TEM-146	beta_lactam
DQ279850.1.gene1.p1	beta_lactam__TEM-147	beta_lactam
AM087454.1.gene1.p01	beta_lactam__TEM-148	beta_lactam
DQ369751.1.gene1.p01	beta_lactam__TEM-149	beta_lactam
AM849805.1.gene1.p01	beta_lactam__TEM-15	beta_lactam
AM183304.1.gene1.p01	beta_lactam__TEM-150	beta_lactam
DQ834729.1.gene1.p1	beta_lactam__TEM-151	beta_lactam
DQ834728.1.gene1.p1	beta_lactam__TEM-152	beta_lactam
KC149518.1.gene1.p01	beta_lactam__TEM-153	beta_lactam
FJ807656.1.gene1.p01	beta_lactam__TEM-154	beta_lactam
DQ679961.1.gene1.p01	beta_lactam__TEM-155	beta_lactam
AM941159.1.gene1.p01	beta_lactam__TEM-156	beta_lactam
DQ909059.1.gene1.p1	beta_lactam__TEM-157	beta_lactam
EF534736.1.gene1.p01	beta_lactam__TEM-158	beta_lactam
EF136376.1.gene1.p01	beta_lactam__TEM-159	beta_lactam
X65254.1.gene1.p01	beta_lactam__TEM-16	beta_lactam
EF136377.1.gene1.p01	beta_lactam__TEM-160	beta_lactam
EF468463.1.gene1.p01	beta_lactam__TEM-162	beta_lactam
EU815939.1.gene1.p1	beta_lactam__TEM-163	beta_lactam
EU274580.1.gene1.p1	beta_lactam__TEM-164	beta_lactam
FJ197316.1.gene1.p1	beta_lactam__TEM-166	beta_lactam
FJ360884.1.gene1.p01	beta_lactam__TEM-167	beta_lactam
FJ919776.1.gene1.p01	beta_lactam__TEM-168	beta_lactam
FJ873740.1.gene1.p01	beta_lactam__TEM-169	beta_lactam
Y14574.2.gene1.p01	beta_lactam__TEM-17	beta_lactam
GQ149347.1.gene4.p1	beta_lactam__TEM-171	beta_lactam
GU550123.1.gene1.p1	beta_lactam__TEM-176	beta_lactam
FN652295.1.gene1.p01	beta_lactam__TEM-177	beta_lactam
X97254.1.gene1.p01	beta_lactam__TEM-178	beta_lactam
HQ317449.1.gene1.p1	beta_lactam__TEM-182	beta_lactam
HQ529916.1.gene1.p01	beta_lactam__TEM-183	beta_lactam
FR848831.1.gene1.p01	beta_lactam__TEM-184	beta_lactam
JF795538.1.gene1.p01	beta_lactam__TEM-185	beta_lactam
JN227084.1.gene1.p01	beta_lactam__TEM-186	beta_lactam
HM246246.1.gene1.p1	beta_lactam__TEM-187	beta_lactam
JN211012.1.gene1.p01	beta_lactam__TEM-188	beta_lactam
JN254627.1.gene1.p01	beta_lactam__TEM-189	beta_lactam
JX042489.1.gene1.p01	beta_lactam__TEM-19	beta_lactam
JN416112.1.gene1.p01	beta_lactam__TEM-190	beta_lactam
gb|APY23677.1|ARO:3001051|TEM-191	beta_lactam__TEM-191	beta_lactam
JF949915.1.gene1.p01	beta_lactam__TEM-192	beta_lactam
JN935135.1.gene1.p1	beta_lactam__TEM-193	beta_lactam
JN935136.1.gene1.p1	beta_lactam__TEM-194	beta_lactam
JN935137.1.gene1.p1	beta_lactam__TEM-195	beta_lactam
gb|AFE48832.1|ARO:3001376|TEM-196	beta_lactam__TEM-196	beta_lactam
HQ877606.1.gene1.p01	beta_lactam__TEM-197	beta_lactam
AB700703.1.gene1.p01	beta_lactam__TEM-198	beta_lactam
gb|AFN69127.1|ARO:3001058|TEM-199	beta_lactam__TEM-199	beta_lactam
X54606.1.gene1.p01	beta_lactam__TEM-2	beta_lactam
Y17581.1.gene1.p01	beta_lactam__TEM-20	beta_lactam
JX310327.1.gene1.p01	beta_lactam__TEM-201	beta_lactam
KC900516.1.gene1.p1	beta_lactam__TEM-205	beta_lactam
KC783461.1.gene1.p01	beta_lactam__TEM-206	beta_lactam
KC818234.1.gene1.p01	beta_lactam__TEM-207	beta_lactam
KC865667.1.gene1.p01	beta_lactam__TEM-208	beta_lactam
KF240808.1.gene1.p01	beta_lactam__TEM-209	beta_lactam
Y17582.1.gene1.p01	beta_lactam__TEM-21	beta_lactam
KF513179.1.gene1.p1	beta_lactam__TEM-211	beta_lactam
KF663615.1.gene1.p1	beta_lactam__TEM-213	beta_lactam
gb|AJO16044.1|ARO:3001391|TEM-214	beta_lactam__TEM-214	beta_lactam
gb|AJO16045.1|ARO:3001392|TEM-215	beta_lactam__TEM-215	beta_lactam
KF944358.1.gene1.p01	beta_lactam__TEM-216	beta_lactam
gb|CDN33426.1|ARO:3001394|TEM-217	beta_lactam__TEM-217	beta_lactam
gb|AIS39742.1|ARO:3003157|TEM-219	beta_lactam__TEM-219	beta_lactam
Y17583.1.gene1.p01	beta_lactam__TEM-22	beta_lactam
gb|AIW68620.1|ARO:3003158|TEM-220	beta_lactam__TEM-220	beta_lactam
X65253.1.gene1.p01	beta_lactam__TEM-24	beta_lactam
gb|WP_047028173.1|ARO:3000896|TEM-26	beta_lactam__TEM-26	beta_lactam
U37195.1.gene1.p1	beta_lactam__TEM-28	beta_lactam
Y17584.1.gene1.p01	beta_lactam__TEM-29	beta_lactam
X64523.1.gene1.p01	beta_lactam__TEM-3	beta_lactam
AJ437107.1.gene1.p01	beta_lactam__TEM-30	beta_lactam
GU371926.1.gene94.p01	beta_lactam__TEM-33	beta_lactam
KC292503.1.gene5.p01	beta_lactam__TEM-34	beta_lactam
gb|CDR98216.1|ARO:3000876|TEM-4	beta_lactam__TEM-4	beta_lactam
FR717535.1.gene1.p01	beta_lactam__TEM-40	beta_lactam
gb|CAA66659.1|ARO:3000911|TEM-42	beta_lactam__TEM-42	beta_lactam
U95363.2.gene1.p01	beta_lactam__TEM-43	beta_lactam
X95401.1.gene1.p01	beta_lactam__TEM-45	beta_lactam
Y10279.1.gene1.p01	beta_lactam__TEM-47	beta_lactam
Y10280.1.gene1.p01	beta_lactam__TEM-48	beta_lactam
Y10281.1.gene1.p01	beta_lactam__TEM-49	beta_lactam
Y13612.1.gene1.p01	beta_lactam__TEM-52	beta_lactam
AF104441.1.gene1.p01	beta_lactam__TEM-53	beta_lactam
AF104442.1.gene1.p01	beta_lactam__TEM-54	beta_lactam
DQ286729.1.gene1.p1	beta_lactam__TEM-55	beta_lactam
FJ405211.1.gene1.p01	beta_lactam__TEM-57	beta_lactam
gb|AAD45935.1|ARO:3000928|TEM-59	beta_lactam__TEM-59	beta_lactam
X57972.1.gene1.p1	beta_lactam__TEM-6	beta_lactam
AF047171.1.gene1.p01	beta_lactam__TEM-60	beta_lactam
AF332513.1.gene1.p01	beta_lactam__TEM-63	beta_lactam
AF091113.2.gene1.p01	beta_lactam__TEM-67	beta_lactam
AJ239002.1.gene1.p01	beta_lactam__TEM-68	beta_lactam
gb|AAO33760.1|ARO:3000879|TEM-7	beta_lactam__TEM-7	beta_lactam
AF188199.1.gene1.p01	beta_lactam__TEM-70	beta_lactam
AF203816.1.gene1.p01	beta_lactam__TEM-71	beta_lactam
AF157553.1.gene1.p1	beta_lactam__TEM-72	beta_lactam
AF190695.1.gene1.p01	beta_lactam__TEM-73	beta_lactam
AY130284.1.gene1.p1	beta_lactam__TEM-75	beta_lactam
AF190694.1.gene1.p01	beta_lactam__TEM-76	beta_lactam
AF190693.1.gene1.p01	beta_lactam__TEM-78	beta_lactam
AF190692.1.gene1.p01	beta_lactam__TEM-79	beta_lactam
X65252.1.gene1.p01	beta_lactam__TEM-8	beta_lactam
AF347054.1.gene1.p1	beta_lactam__TEM-80	beta_lactam
AF427127.1.gene1.p01	beta_lactam__TEM-81	beta_lactam
AF427128.1.gene1.p01	beta_lactam__TEM-82	beta_lactam
AF427129.1.gene1.p01	beta_lactam__TEM-83	beta_lactam
AF427130.1.gene1.p01	beta_lactam__TEM-84	beta_lactam
AJ277414.1.gene1.p01	beta_lactam__TEM-85	beta_lactam
AJ277415.1.gene1.p01	beta_lactam__TEM-86	beta_lactam
AF250872.1.gene1.p1	beta_lactam__TEM-87	beta_lactam
AY027590.1.gene1.p1	beta_lactam__TEM-88	beta_lactam
AY039040.1.gene1.p01	beta_lactam__TEM-89	beta_lactam
AF351241.1.gene1.p01	beta_lactam__TEM-90	beta_lactam
AB049569.1.gene1.p01	beta_lactam__TEM-91	beta_lactam
AF143804.1.gene1.p1	beta_lactam__TEM-92	beta_lactam
AJ318093.1.gene1.p01	beta_lactam__TEM-93	beta_lactam
AJ318094.1.gene1.p01	beta_lactam__TEM-94	beta_lactam
AJ308558.1.gene1.p01	beta_lactam__TEM-95	beta_lactam
AY092401.1.gene1.p1	beta_lactam__TEM-96	beta_lactam
gb|AAD37403.1|ARO:3003202|TLA-1	beta_lactam__TLA-1	beta_lactam
gb|CAG27800.1|ARO:3003203|TLA-2	beta_lactam__TLA-2	beta_lactam
gb|BAQ22139.1|ARO:3003204|TLA-3	beta_lactam__TLA-3	beta_lactam
gb|ALU64000|ARO:3003713|VCC-1	beta_lactam__VCC-1	beta_lactam
AF010416.1.gene1.p01	beta_lactam__VEB-1	beta_lactam
gi|987444470|gb|AMD83510.1|	beta_lactam__VEB-1	beta_lactam
gb|AAK14294.1|ARO:3003712|VEB-1b	beta_lactam__VEB-1b	beta_lactam
AY027870.1.gene1.p01	beta_lactam__VEB-2	beta_lactam
AY536519.1.gene1.p01	beta_lactam__VEB-3	beta_lactam
EF136375.1.gene1.p01	beta_lactam__VEB-4	beta_lactam
EF420108.1.gene1.p01	beta_lactam__VEB-5	beta_lactam
ACA34904	beta_lactam__VEB-6	beta_lactam
FJ825622.1.gene1.p1	beta_lactam__VEB-7	beta_lactam
JX679208.1.gene1.p1	beta_lactam__VEB-8	beta_lactam
AF324833.1.gene1.p01	beta_lactam__VEB-9	beta_lactam
CAJ43422	beta_lactam__y56	beta_lactam
CAL12097	beta_lactam__y56	beta_lactam
gi|517909231|ref|WP_019079439.1|	beta_lactam__y56	beta_lactam
gi|519721353|ref|WP_020283175.1|	beta_lactam__y56	beta_lactam
gi|742414057|ref|WP_038893172.1|	beta_lactam__y56	beta_lactam
gi|818397829|ref|WP_046694984.1|	beta_lactam__y56	beta_lactam
gi|910771266|ref|WP_050078031.1|	beta_lactam__y56	beta_lactam
gi|910783216|ref|WP_050088272.1|	beta_lactam__y56	beta_lactam
gi|910794852|ref|WP_050097703.1|	beta_lactam__y56	beta_lactam
gi|910807052|ref|WP_050106980.1|	beta_lactam__y56	beta_lactam
gi|910877934|ref|WP_050125352.1|	beta_lactam__y56	beta_lactam
gi|910880844|ref|WP_050127727.1|	beta_lactam__y56	beta_lactam
gi|910885777|ref|WP_050131597.1|	beta_lactam__y56	beta_lactam
gi|910886656|ref|WP_050132409.1|	beta_lactam__y56	beta_lactam
gi|910904471|ref|WP_050137910.1|	beta_lactam__y56	beta_lactam
gi|910920679|ref|WP_050140630.1|	beta_lactam__y56	beta_lactam
gi|910959796|ref|WP_050145866.1|	beta_lactam__y56	beta_lactam
gi|912029408|ref|WP_050159440.1|	beta_lactam__y56	beta_lactam
gi|912451930|ref|WP_050163074.1|	beta_lactam__y56	beta_lactam
gi|912859645|ref|WP_050296155.1|	beta_lactam__y56	beta_lactam
gi|912862495|ref|WP_050298167.1|	beta_lactam__y56	beta_lactam
gi|912864546|ref|WP_050299934.1|	beta_lactam__y56	beta_lactam
gi|912948577|ref|WP_050318352.1|	beta_lactam__y56	beta_lactam
gi|912970863|ref|WP_050322900.1|	beta_lactam__y56	beta_lactam
gi|912985828|ref|WP_050334115.1|	beta_lactam__y56	beta_lactam
gi|915697058|ref|WP_050869942.1|	beta_lactam__y56	beta_lactam
gi|915713962|ref|WP_050875187.1|	beta_lactam__y56	beta_lactam
gi|915860211|ref|WP_050915107.1|	beta_lactam__y56	beta_lactam
gi|915865859|ref|WP_050916711.1|	beta_lactam__y56	beta_lactam
gi|939342212|ref|WP_054888161.1|	beta_lactam__y56	beta_lactam
gi|951138808|ref|WP_057620550.1|	beta_lactam__y56	beta_lactam
gi|951144970|ref|WP_057625744.1|	beta_lactam__y56	beta_lactam
Q01166	beta_lactam__y56	beta_lactam
ZP_04633951	beta_lactam__y56	beta_lactam
ZP_04635798	beta_lactam__y56	beta_lactam
AAX55643	beta_lactam__y56	beta_lactam
gb|AFV91534.1|ARO:3004786|FIM-1	beta_lactam__FIM-1	beta_lactam
gi|1028083092|ref|WP_063842248.1|	beta_lactam__BcI	beta_lactam
gb|AAA22562.1|ARO:3002878|BcII	beta_lactam__BcII	beta_lactam
ABY44328	beta_lactam__BcII	beta_lactam
gb|AAR20596.1|ARO:3004189|Bla2	beta_lactam__Bla2	beta_lactam
gb|AVX51087.1|ARO:3004559|CAM-1	beta_lactam__CAM-1	beta_lactam
M63556.1.gene1.p01	beta_lactam__CcrA beta-lactamase	beta_lactam
AAM93063	beta_lactam__CcrA beta-lactamase	beta_lactam
AAR04097	beta_lactam__CcrA beta-lactamase	beta_lactam
AAR04099	beta_lactam__CcrA beta-lactamase	beta_lactam
BAC06841	beta_lactam__CcrA beta-lactamase	beta_lactam
gi|1028110993|ref|WP_063865205.1|	beta_lactam__CcrA beta-lactamase	beta_lactam
gi|1028110994|ref|WP_063865206.1|	beta_lactam__CcrA beta-lactamase	beta_lactam
gi|1047414821|ref|WP_065739491.1|	beta_lactam__CcrA beta-lactamase	beta_lactam
gi|492364765|ref|WP_005821510.1|	beta_lactam__CcrA beta-lactamase	beta_lactam
EF672680.1.gene1.p01	beta_lactam__CGB-1	beta_lactam
gb|AIL46641.1|ARO:3000579|Chryseobacterium	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
X96858.1.gene1.p01	beta_lactam__Chryseobacterium meningosepticum BlaB	beta_lactam
gb|AGC92784.1|ARO:3000848|DIM-1	beta_lactam__DIM-1	beta_lactam
AF416700.1.gene1.p01	beta_lactam__EBR-1	beta_lactam
gi|518820280|ref|WP_019976234.1|	beta_lactam__EBR-1	beta_lactam
gi|740502789|ref|WP_038333643.1|	beta_lactam__EBR-2	beta_lactam
CAF05908	beta_lactam__GIM-1	beta_lactam
gb|AIY26289.1|ARO:3003194|GIM-2	beta_lactam__GIM-2	beta_lactam
gb|AMY61250.1|ARO:3004092|HMB-1	beta_lactam__HMB-1	beta_lactam
AB104852.1.gene2.p01	beta_lactam__IMP-1	beta_lactam
CAK55562	beta_lactam__IMP-1	beta_lactam
AB074433.1.gene1.p01	beta_lactam__IMP-10	beta_lactam
AB074436.1.gene1.p01	beta_lactam__IMP-11	beta_lactam
AJ420864.1.gene1.p01	beta_lactam__IMP-12	beta_lactam
AJ550807.1.gene4.p01	beta_lactam__IMP-13	beta_lactam
CAD55935	beta_lactam__IMP-13	beta_lactam
AY553332.1.gene1.p01	beta_lactam__IMP-14	beta_lactam
AY553333.1.gene1.p01	beta_lactam__IMP-15	beta_lactam
AJ584652.2.gene3.p01	beta_lactam__IMP-16	beta_lactam
AY780674.2.gene1.p01	beta_lactam__IMP-18	beta_lactam
EF118171.1.gene4.p01	beta_lactam__IMP-19	beta_lactam
AJ243491.gene.p01	beta_lactam__IMP-2	beta_lactam
AB196988.1.gene1.p01	beta_lactam__IMP-20	beta_lactam
AB204557.1.gene1.p01	beta_lactam__IMP-21	beta_lactam
DQ361087.2.gene1.p01	beta_lactam__IMP-22	beta_lactam
EF192154.1.gene1.p01	beta_lactam__IMP-24	beta_lactam
EU541448.1.gene1.p01	beta_lactam__IMP-25	beta_lactam
GU045307.1.gene1.p1	beta_lactam__IMP-26	beta_lactam
JF894248.1.gene1.p1	beta_lactam__IMP-27	beta_lactam
JQ407409.1.gene2.p01	beta_lactam__IMP-28	beta_lactam
HQ438058.1.gene1.p01	beta_lactam__IMP-29	beta_lactam
AB010417.1.gene1.p01	beta_lactam__IMP-3	beta_lactam
DQ522237.1.gene3.p01	beta_lactam__IMP-30	beta_lactam
KF148593.1.gene1.p01	beta_lactam__IMP-31	beta_lactam
JQ002629.1.gene1.p01	beta_lactam__IMP-32	beta_lactam
JN848782.1.gene1.p01	beta_lactam__IMP-33	beta_lactam
AB715422.1.gene4.p01	beta_lactam__IMP-34	beta_lactam
JF816544.1.gene1.p01	beta_lactam__IMP-35	beta_lactam
JX131372.1.gene1.p01	beta_lactam__IMP-37	beta_lactam
HQ875573.1.gene1.p01	beta_lactam__IMP-38	beta_lactam
AF244145.1.gene1.p01	beta_lactam__IMP-4	beta_lactam
ACJ76644	beta_lactam__IMP-4	beta_lactam
AB753457.1.gene1.p01	beta_lactam__IMP-40	beta_lactam
AB753458.1.gene1.p01	beta_lactam__IMP-41	beta_lactam
AB753456.1.gene1.p01	beta_lactam__IMP-42	beta_lactam
AB777500.1.gene4.p01	beta_lactam__IMP-43	beta_lactam
AB777501.1.gene2.p01	beta_lactam__IMP-44	beta_lactam
gb|AIA58910.1|ARO:3002236|IMP-45	beta_lactam__IMP-45	beta_lactam
gb|AIT76110.1|ARO:3002239|IMP-48	beta_lactam__IMP-48	beta_lactam
gb|AKO63210.1|ARO:3003657|IMP-49	beta_lactam__IMP-49	beta_lactam
AF290912.1.gene1.p01	beta_lactam__IMP-5	beta_lactam
gb|BAQ56016.1|ARO:3003659|IMP-51	beta_lactam__IMP-51	beta_lactam
gb|BAR80870.1|ARO:3004823|IMP-52	beta_lactam__IMP-52	beta_lactam
gb|ALT07696.1|ARO:3004494|IMP-55	beta_lactam__IMP-55	beta_lactam
gb|ALT53802.1|ARO:3004495|IMP-56	beta_lactam__IMP-56	beta_lactam
AB040994.1.gene1.p1	beta_lactam__IMP-6	beta_lactam
AF318077.1.gene2.p01	beta_lactam__IMP-7	beta_lactam
AF322577.2.gene2.p01	beta_lactam__IMP-8	beta_lactam
ABD85195	beta_lactam__IMP-8	beta_lactam
AY033653.3.gene6.p01	beta_lactam__IMP-9	beta_lactam
AF099139.1.gene1.p01	beta_lactam__IND-1	beta_lactam
GU206353.1.gene1.p01	beta_lactam__IND-10	beta_lactam
HM245379.1.gene1.p01	beta_lactam__IND-11	beta_lactam
HM245380.1.gene1.p01	beta_lactam__IND-12	beta_lactam
HM367709.1.gene1.p01	beta_lactam__IND-14	beta_lactam
AB563173.1.gene1.p01	beta_lactam__IND-15	beta_lactam
AF219127.1.gene1.p1	beta_lactam__IND-2	beta_lactam
AF219130.1.gene1.p1	beta_lactam__IND-2a	beta_lactam
AF219131.2.gene1.p2	beta_lactam__IND-3	beta_lactam
AF219135.2.gene1.p2	beta_lactam__IND-4	beta_lactam
AY504627.1.gene1.p1	beta_lactam__IND-5	beta_lactam
AM087455.2.gene1.p01	beta_lactam__IND-6	beta_lactam
AB529520.1.gene1.p01	beta_lactam__IND-7	beta_lactam
GU186044.1.gene1.p01	beta_lactam__IND-8	beta_lactam
GU186045.1.gene1.p01	beta_lactam__IND-9	beta_lactam
AY028464.1.gene1.p01	beta_lactam__JOHN-1	beta_lactam
AB364006.1.gene1.p01	beta_lactam__KHM-1	beta_lactam
AAP70377	beta_lactam__KHM-1	beta_lactam
AF441286.1.gene1.p01	beta_lactam__MUS-1	beta_lactam
gb|AKN19901.1|ARO:3003842|MUS-2	beta_lactam__MUS-2	beta_lactam
CAZ39946.1	beta_lactam__NDM-1	beta_lactam
AGT37351.1	beta_lactam__NDM-10	beta_lactam
AJE61443.1	beta_lactam__NDM-11	beta_lactam
BAO79439.1	beta_lactam__NDM-12	beta_lactam
BAQ02518.1	beta_lactam__NDM-13	beta_lactam
AJP18054.1	beta_lactam__NDM-14	beta_lactam
AKF43458.1	beta_lactam__NDM-15	beta_lactam
AWM64865.1	beta_lactam__NDM-16	beta_lactam
AOT73359.1	beta_lactam__NDM-17	beta_lactam
APZ75411.1	beta_lactam__NDM-18	beta_lactam
ASC49561.1	beta_lactam__NDM-19	beta_lactam
JF703135.1.gene1.p1	beta_lactam__NDM-2	beta_lactam
AQY45923.1	beta_lactam__NDM-20	beta_lactam
JQ734687.1.gene1.p01	beta_lactam__NDM-3	beta_lactam
JQ348841.1.gene1.p01	beta_lactam__NDM-4	beta_lactam
JN104597.1.gene1.p01	beta_lactam__NDM-5	beta_lactam
JN967644.1.gene1.p01	beta_lactam__NDM-6	beta_lactam
JX262694.1.gene1.p01	beta_lactam__NDM-7	beta_lactam
AB744718.1.gene1.p01	beta_lactam__NDM-8	beta_lactam
AGU91756.1	beta_lactam__NDM-9	beta_lactam
gb|AJP77076|ARO:3003715|PEDO-3	beta_lactam__PEDO-3	beta_lactam
AAT90847	beta_lactam__SFB-1	beta_lactam
GQ288397.1.gene1.p01	beta_lactam__SIM-1	beta_lactam
AAT90846	beta_lactam__SLB-1	beta_lactam
gb|CAD37801.1|ARO:3003793|SPM-1	beta_lactam__SPM-1	beta_lactam
gb|CBY88906.1|ARO:3004105|TMB-1	beta_lactam__TMB-1	beta_lactam
gb|BAM73613.1|ARO:3004106|TMB-2	beta_lactam__TMB-2	beta_lactam
AF441287.1.gene1.p01	beta_lactam__TUS-1	beta_lactam
gb|AAF94716.1|ARO:3004289|Vibrio	beta_lactam__Vibrio cholerae varG	beta_lactam
AF317511.1.gene2.p01	beta_lactam__VIM-1	beta_lactam
CAJ65586	beta_lactam__VIM-1	beta_lactam
gi|970317850|ref|WP_058685394.1|	beta_lactam__VIM-1	beta_lactam
AY524989.1.gene1.p01	beta_lactam__VIM-10	beta_lactam
AY605049.2.gene1.p01	beta_lactam__VIM-11	beta_lactam
DQ143913.1.gene4.p01	beta_lactam__VIM-12	beta_lactam
DQ365886.1.gene1.p01	beta_lactam__VIM-13	beta_lactam
AY635904.1.gene1.p01	beta_lactam__VIM-14	beta_lactam
ABK63186	beta_lactam__VIM-14	beta_lactam
EU419745.1.gene1.p01	beta_lactam__VIM-15	beta_lactam
EU419746.1.gene1.p01	beta_lactam__VIM-16	beta_lactam
gb|ABW90721.1|ARO:3002287|VIM-17	beta_lactam__VIM-17	beta_lactam
AM778091.1.gene1.p01	beta_lactam__VIM-18	beta_lactam
FJ822963.1.gene1.p01	beta_lactam__VIM-19	beta_lactam
AF191564.1.gene2.p01	beta_lactam__VIM-2	beta_lactam
CAU08343	beta_lactam__VIM-2	beta_lactam
gi|720062603|pdb|4NQ2|A	beta_lactam__VIM-2	beta_lactam
gi|925170824|gb|ALC79323.1|	beta_lactam__VIM-2	beta_lactam
GQ414736.1.gene1.p01	beta_lactam__VIM-20	beta_lactam
GQ242167.1.gene1.p01	beta_lactam__VIM-23	beta_lactam
HM855205.1.gene1.p01	beta_lactam__VIM-24	beta_lactam
HM750249.1.gene1.p01	beta_lactam__VIM-25	beta_lactam
FR748153.1.gene2.p01	beta_lactam__VIM-26	beta_lactam
gi|753534206|pdb|4UWS|B	beta_lactam__VIM-26	beta_lactam
HQ858608.1.gene1.p01	beta_lactam__VIM-27	beta_lactam
JF900599.1.gene1.p01	beta_lactam__VIM-28	beta_lactam
gi|983425423|ref|WP_060589395.1|	beta_lactam__VIM-29	beta_lactam
AF300454.1.gene1.p01	beta_lactam__VIM-3	beta_lactam
JN129451.1.gene1.p01	beta_lactam__VIM-30	beta_lactam
gb|AFK24647.1|ARO:3002301|VIM-31	beta_lactam__VIM-31	beta_lactam
gb|AEZ49857.1|ARO:3002302|VIM-32	beta_lactam__VIM-32	beta_lactam
JX258134.1.gene1.p01	beta_lactam__VIM-33	beta_lactam
JX013656.1.gene1.p01	beta_lactam__VIM-34	beta_lactam
gb|AGC50805.1|ARO:3002305|VIM-35	beta_lactam__VIM-35	beta_lactam
gb|AGC50806.1|ARO:3002306|VIM-36	beta_lactam__VIM-36	beta_lactam
JX982636.1.gene1.p01	beta_lactam__VIM-37	beta_lactam
gi|1028110976|ref|WP_063865188.1|	beta_lactam__VIM-38	beta_lactam
gb|AGS82586.1|ARO:3002309|VIM-39	beta_lactam__VIM-39	beta_lactam
AM087411.1.gene1.p01	beta_lactam__VIM-4	beta_lactam
CAE46566	beta_lactam__VIM-4	beta_lactam
CAE51025	beta_lactam__VIM-4	beta_lactam
gb|AJP08641.1|ARO:3003178|VIM-42	beta_lactam__VIM-42	beta_lactam
gb|AJP67511.1|ARO:3003179|VIM-43	beta_lactam__VIM-43	beta_lactam
ALM96779.1	beta_lactam__vim-48	beta_lactam
AY144612.1.gene1.p01	beta_lactam__VIM-5	beta_lactam
gi|1028110986|ref|WP_063865198.1|	beta_lactam__VIM-5	beta_lactam
gb|AAN84550.1|ARO:3002276|VIM-6	beta_lactam__VIM-6	beta_lactam
AJ536835.1.gene1.p01	beta_lactam__VIM-7	beta_lactam
gi|340707458|pdb|2Y8B|A	beta_lactam__VIM-7	beta_lactam
gi|659835203|pdb|4D1U|A	beta_lactam__VIM-7	beta_lactam
gi|659835204|pdb|4D1V|A	beta_lactam__VIM-7	beta_lactam
gi|659835205|pdb|4D1W|A	beta_lactam__VIM-7	beta_lactam
AY524987.1.gene1.p01	beta_lactam__VIM-8	beta_lactam
AY524988.1.gene1.p01	beta_lactam__VIM-9	beta_lactam
gi|1028110996|ref|WP_063865208.1|	beta_lactam__cphA2	beta_lactam
gi|1039948592|ref|WP_065017923.1|	beta_lactam__cphA2	beta_lactam
gi|515978495|ref|WP_017409078.1|	beta_lactam__cphA2	beta_lactam
gi|516390820|ref|WP_017780219.1|	beta_lactam__cphA2	beta_lactam
gi|516398145|ref|WP_017787543.1|	beta_lactam__cphA2	beta_lactam
gi|657062189|ref|WP_029304661.1|	beta_lactam__cphA2	beta_lactam
gi|754620443|ref|WP_042008783.1|	beta_lactam__cphA2	beta_lactam
gi|759400753|ref|WP_043125254.1|	beta_lactam__cphA2	beta_lactam
gi|759439286|ref|WP_043161524.1|	beta_lactam__cphA2	beta_lactam
gi|780229776|ref|WP_045529203.1|	beta_lactam__cphA2	beta_lactam
gi|796479248|ref|WP_045790630.1|	beta_lactam__cphA2	beta_lactam
